(1/2)-(1/x)=(((x^2)-1)/(x))-((2x-1)/2),\[\frac{{{x^2} - 1}}{x} - \frac{{2x - 1}}{2} = \frac{1}{2} - \frac{1}{x}\],1,Trigonometry;Precalc;Algebra
(1/(x-1))-(1/(x+1))=(2/((x^2)-1)),\[\frac{1}{{x - 1}} - \frac{1}{{x + 1}} = \frac{2}{{{x^2} - 1}}\],1,Trigonometry;Precalc;Algebra
(1/(1+x))-((x^2)/(1+x))=(1-x),\[\frac{1}{{1 + x}} - \frac{{{x^2}}}{{1 + x}} = 1 - x\],1,Trigonometry;Precalc;Algebra
((1+(x^2))/(1-(x^2)))-(x/(1-x))=(1/(1+x)),\[\frac{{1 + {x^2}}}{{1 - {x^2}}} - \frac{x}{{1 - x}} = \frac{1}{{1 + x}}\],1,Trigonometry;Precalc;Algebra
(1/x)((x-1)^2)=(x-2+(1/x)),\[\frac{1}{x}{(x - 1)^2} = x - 2 + \frac{1}{x}\],1,Trigonometry;Precalc;Algebra
((x^2)-2x+1)/((x^2)-1)=(x-1)/(x+1),\[\frac{{{x^2} - 2x + 1}}{{{x^2} - 1}} = \frac{{x - 1}}{{x + 1}}\],1,Trigonometry;Precalc;Algebra
(((x^2)+(y^2))/((x^4)-(y^4))).((1/y)-(1/x))=(1/xy(x+y)),\[\frac{{{x^2} + {y^2}}}{{{x^4} - {y^4}}}.\left( {\frac{1}{y} - \frac{1}{x}} \right) = \frac{1}{{xy(x + y)}}\],1,Trigonometry;Precalc;Algebra
(x(x+1))-(y(y+1))=(x+1+y)(x-y),\[x(x + 1) - y(y + 1) = (x + 1 + y)(x - y)\],1,Trigonometry;Precalc;Algebra
sin2x=sin2x+sinx,\[\sin 2x = \sin 2x + \sin x\],1,Trigonometry;Precalc;Sin
sin(x-pi)=-sinx,\[\sin (x - \pi ) =  - \sin x\],1,Trigonometry;Precalc;Sin
(cscx/sinx)+(secx/cosx)=1,\[\frac{{\csc x}}{{\sin x}} + \frac{{\sec x}}{{\cos x}} = 1\],2,Trigonometry;Precalc;Sin;cosecant;sin;secant;cosine
(cos((pi/4)+x))=((sqrt2/2)cosx)+((sqrt2/2)sinx),\[\cos \left( {\frac{\pi }{4} + x} \right) = \frac{{\sqrt 2 }}{2}\cos x + \frac{{\sqrt 2 }}{2}\sin x\],2,Trigonometry;Precalc;Sin;sine;cosine
((cos^2)x)-((sin^2)x)=(1-2(sin^2)x),\[{\cos ^2}x - {\sin ^2}x = 1 - 2{\sin ^2}x\],1,Trigonometry;Precalc;Sin
(-sin(-x))=sinx,\[ - \sin ( - x) = \sin x\],2,Trigonometry;Precalc;Sin;sine;cosine
((sinx+cosx)^2)=1,\[{(\sin x + \cos x)^2} = 1\],2,Trigonometry;Precalc;Sin;sine;cosine
(sin(x+pi))=sin(x-pi),\[sin(x + \pi ) = \sin (x - \pi )\],1,Trigonometry;Precalc;Sin
((sec^2)x)(1-(cos^2)x)=(tan^2)x,\[({\sec ^2}x)(1 - {\cos ^2}x) = {\tan ^2}x\],2,Trigonometry;Precalc;Sin;tangent;cosine;sine
(((sin^2)x)+((cos^2)x))/tanx=cotx,\[\frac{{{{\sin }^2}x + {{\cos }^2}x}}{{\tan x}} = \cot x\],1,Trigonometry;Precalc;sine;cosine;tangent;cotangent
(cosx)(secx-cosx)=((sin^2)x),\[(\cos x)(\sec x - \cos x) = {\sin ^2}x\],2,Trigonometry;Precalc;sine;cosine;secant;sine
(sinx)(cscx+sinx(sec^2)x)=((sec^2)x),\[(\sin x)(\csc x + \sin x{\sec ^2}x) = {\sec ^2}x\],2,Trigonometry;Precalc;sine;cosine;secant;sine;cosecant
(cosx)+(sinxtanx)=(secx),\[\cos x + \sin x\tan x = \sec x\],2,Trigonometry;Precalc;sine;cosine;secant;tangent
(secx)(cscx-cotxcosx)=(tanx),\[(\sec x)(\csc x - \cot x\cos x) = \tan x\],2,Trigonometry;Precalc;cosine;cosecant;cotangent;secant;tangent
(1/(1+(tan^2)x))+(1/(1+(cot^2)x))=1,\[\frac{1}{{1 + {{\tan }^2}x}} + \frac{1}{{1 + {{\cot }^2}x}} = 1\],2,Trigonometry;Precalc;cotangent;tangent
((sec^2)x-1)/((csc^2)x-1)=((tan^4)x),\[\frac{{{{\sec }^2}x - 1}}{{{{\csc }^2}x - 1}} = {\tan ^4}x\],2,Trigonometry;Precalc;tangent;secant;cosecant
((sec^2)x)+((csc^2)x)=((sec^2)x(csc^2)x),\[{\sec ^2}x + {\csc ^2}x = {\sec ^2}x{\csc ^2}x\],2,Trigonometry;Precalc;secant;cosecant
cscx-sinx=cosxcotx,\[\csc x - \sin x = \cos x\cot x\],2,Trigonometry;Precalc;cosecant;sin;cos;cot
(tanx+sinx)(1-cosx)=((sin^2)xtanx),\[(\tan x + \sin x)(1 - \cos x) = {\sin ^2}x\tan x\],2,Trigonometry;Precalc;sin;cos;tan
(cotx-cosx)(cscx+1)=(cosx(cot^2)x),\[(\cot x - \cos x)(\csc x + 1) = \cos x{\cot ^2}x\],2,Trigonometry;Precalc;cotangent;cos;cosecant
